words,word2vec cosine similarity,speech2vec cosine similarity
cat-dog,0.6547128536384091,0.7034257653996134
cat-bat,0.40954757923489726,0.3756367033012117
mouse-mole,0.6224382573212935,0.6048426299594124
cat-dolphin,0.31878266037396663,0.45247864184801057
cat-ant,0.4228320414204174,0.5116250128694257
cat-gnat,0.5310921725034012,0.4485944879042094
cat-tiger,0.5611424382138305,0.6072029671547867
