Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
CAF-657,forage_static,8.750673816869107,1.0926712899608049,,163.03472381420806
CAF-657,forage_dynamic_simdrop,8.975074135769528,2.2220431890248777,,158.567243250283
CAF-657,forage_dynamic_multimodal_alpha=0.0,8.611562729411126,1.0073568477677417,,163.56505703110577
CAF-657,forage_dynamic_multimodal_alpha=0.1,8.573297813174644,1.3606502284037758,,162.61227435211768
CAF-657,forage_dynamic_multimodal_alpha=0.2,8.573294219599921,1.3606500562190031,,162.61227435211924
CAF-657,forage_dynamic_multimodal_alpha=0.30000000000000004,9.142685377603907,2.0349471688812923,,160.2347650366976
CAF-657,forage_dynamic_multimodal_alpha=0.4,9.135089999129425,2.162086310510436,,159.84160260453535
CAF-657,forage_dynamic_multimodal_alpha=0.5,9.13508291101355,2.162083900774862,,159.84160260453163
CAF-657,forage_dynamic_multimodal_alpha=0.6000000000000001,9.135093931932174,2.1620865773089735,,159.8416026045433
CAF-657,forage_dynamic_multimodal_alpha=0.7000000000000001,9.135085938663673,2.1620840750452546,,159.84160260452796
CAF-657,forage_dynamic_multimodal_alpha=0.8,9.04943457072377,2.2701090028120903,,158.5538775527386
CAF-657,forage_dynamic_multimodal_alpha=0.9,8.957182333662606,2.285852797060713,,158.589396767766
CAF-657,forage_dynamic_multimodal_alpha=1.0,8.975095655278182,2.222042751828729,,158.5672432501649
CAF-657,forage_dynamic_norms_associative,8.702759437482838,3.315732276823094,,156.18271799726512
CAF-657,forage_dynamic_norms_categorical,8.262755039086246,2.1549044081954953,,160.2185760842808
CAF-657,forage_dynamic_delta_rise=0.0_fall=0.0,8.489623964574372,3.2199074166516026,,153.65919392428748
CAF-657,forage_dynamic_delta_rise=0.0_fall=0.25,8.746058775153632,3.061721756432136,,153.66478503963995
CAF-657,forage_dynamic_delta_rise=0.0_fall=0.5,8.746051080832151,3.061722777651311,,153.6647850396445
CAF-657,forage_dynamic_delta_rise=0.0_fall=0.75,8.74606826164183,3.0617241816961096,,153.66478503965948
CAF-657,forage_dynamic_delta_rise=0.0_fall=1.0,9.10631540559198,2.7392070611196484,,155.2749484850008
CAF-657,forage_dynamic_delta_rise=0.25_fall=0.0,8.380102865080218,3.2253807169716966,,154.0733108821932
CAF-657,forage_dynamic_delta_rise=0.25_fall=0.25,8.644174016953937,3.0589649066677307,,154.09061909552935
CAF-657,forage_dynamic_delta_rise=0.25_fall=0.5,8.644161233592142,3.058964108614829,,154.09061909555874
CAF-657,forage_dynamic_delta_rise=0.25_fall=0.75,8.644171572969144,3.0589640499867903,,154.0906190955303
CAF-657,forage_dynamic_delta_rise=0.25_fall=1.0,9.10631554024079,2.7392048734344527,,155.27494848499066
CAF-657,forage_dynamic_delta_rise=0.5_fall=0.0,8.489314449107534,3.6038180622470417,,153.42379749983996
CAF-657,forage_dynamic_delta_rise=0.5_fall=0.25,8.759579602779088,3.363027236256435,,153.6014210396631
CAF-657,forage_dynamic_delta_rise=0.5_fall=0.5,8.759580815670432,3.363022845700821,,153.60142103966723
CAF-657,forage_dynamic_delta_rise=0.5_fall=0.75,8.759582961981083,3.363025782434694,,153.60142103966209
CAF-657,forage_dynamic_delta_rise=0.5_fall=1.0,9.106330161563545,2.7392044553694133,,155.27494848502167
CAF-657,forage_dynamic_delta_rise=0.75_fall=0.0,8.33720767846974,3.706881786361552,,153.6221425985025
CAF-657,forage_dynamic_delta_rise=0.75_fall=0.25,8.616614973403827,3.4300009081067384,,153.86482067934136
CAF-657,forage_dynamic_delta_rise=0.75_fall=0.5,8.616630244833866,3.43000149365899,,153.86482067936817
CAF-657,forage_dynamic_delta_rise=0.75_fall=0.75,8.61662623621912,3.4300010723469554,,153.86482067935148
CAF-657,forage_dynamic_delta_rise=0.75_fall=1.0,8.995644151468719,3.255819145333296,,153.52486357206084
CAF-657,forage_dynamic_delta_rise=1.0_fall=0.0,7.8776299618759715,3.7292221484815875,,160.09404829856896
CAF-657,forage_dynamic_delta_rise=1.0_fall=0.25,8.14012444456014,3.4956265059041143,,157.98721463168633
CAF-657,forage_dynamic_delta_rise=1.0_fall=0.5,8.140129709500613,3.4956310084636666,,157.98721463170554
CAF-657,forage_dynamic_delta_rise=1.0_fall=0.75,8.140124778883592,3.4956270172902726,,157.98721463168627
CAF-657,forage_dynamic_delta_rise=1.0_fall=1.0,8.265395798758826,3.3033790884754786,,158.04505941856365
CAF-657,forage_phonologicalstatic,8.69881152579717,1.0616656049757272,0.024106911420377155,162.92799161997786
CAF-657,forage_phonologicaldynamicglobal_simdrop,8.946213049678562,2.188989239755535,0.010910918003385292,158.54568380002112
CAF-657,forage_phonologicaldynamiclocal_simdrop,8.955907136052451,2.1926833868595774,0.009769116415417795,158.55543051869992
CAF-657,forage_phonologicaldynamicswitch_simdrop,8.965975589836921,2.2216861917834745,0.013245917818380522,158.55708843228288
CAF-657,forage_phonologicaldynamicglobal_multimodal_alpha=0.0,8.562588972524981,0.978587196760193,0.02581429152871873,163.4425738772937
CAF-657,forage_phonologicaldynamiclocal_multimodal_alpha=0.0,8.533535986414178,0.9613286762677428,0.04111416668927622,163.27352958289885
CAF-657,forage_phonologicaldynamicswitch_multimodal_alpha=0.0,8.602999055067194,1.0065416254296407,-2.259523423693288,162.8577176599957
CAF-657,forage_phonologicaldynamicglobal_multimodal_alpha=0.1,8.530984692500327,1.3261217479118013,0.024776089641741092,162.4998472189388
