dimension,type,model,group,sum_NLL,mean_beta_semantic,mean_beta_freq,mean_beta_phon
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.5,NH,3406.881398827921,6.110006349375637,7.858765330503552,-0.117504269787958
50,alpha_0.6_w2v,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.5,NH,3417.296932890782,5.666476492969529,7.851456045553044,-0.0171370449742779
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=0.75,NH,3406.7429797686523,5.69700483428598,7.943273497587397,-0.0245385285931444
50,alpha_0.4_s2v,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.75,NH,3394.3042659969783,5.924913927123396,7.929127113877985,-0.1177775780896774
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=0.75,NH,3406.0594835461907,5.484361465848072,7.916955963631959,-0.0888525775970396
50,alpha_0.4_s2v,forage_phonologicaldynamicglobal_delta_rise=0.25_fall=1.0,NH,3422.467196029134,5.120163232337386,8.054644674826186,-0.0212134446693661
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=1.0,NH,3413.696419937733,5.182348955473336,8.043686596870153,-0.0272957096472352
50,alpha_0.6_w2v,forage_phonologicaldynamicswitch_delta_rise=0.25_fall=1.0,NH,3418.775291417977,4.977505103138003,8.025980343829897,-0.1531868257163941
50,alpha_0.3_s2v,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.0,NH,3443.0434077708583,6.84522744549693,7.6408002987092996,-0.0229487949985099
50,alpha_0.3_w2v,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.0,NH,3428.3901093454865,7.216905296196304,7.651161263558616,-0.1449326551560362
50,alpha_0.3_s2v,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.0,NH,3442.321895774422,6.6470861206492176,7.62264005968429,-0.0071025329873697
50,alpha_0.3_s2v,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.25,NH,3431.72713836439,6.830330492535613,7.678316675902733,-0.0239145881567996
50,alpha_0.7_w2v,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.25,NH,3421.987925195291,7.433865787876597,7.6374618146139746,-0.1388547265556229
50,alpha_0.7_w2v,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.25,NH,3432.6038229541423,6.626585908147192,7.657721858838292,-0.0058560627349797
50,alpha_0_s2v,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.5,NH,3407.487568884241,6.7005428087585575,7.821997674408232,-0.0246769071983415
50,alpha_0.2_s2v,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.5,NH,3400.2403728621907,7.32182786986304,7.7522599892397075,-0.1366598129081481
50,alpha_0_s2v,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.5,NH,3407.5429061272216,6.515224562352029,7.795335181882657,-0.0049399063700772
50,alpha_0.4_s2v,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=0.75,NH,3403.616314937116,6.17067113799547,7.880383271477185,-0.0261085257459436
50,alpha_0.4_s2v,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.75,NH,3393.127154429186,6.488422898122378,7.848299553038207,-0.1252622067004772
50,alpha_0.6_w2v,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.75,NH,3403.8381143124407,5.944847136188274,7.848582482984895,-0.0049659044745232
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=0.5_fall=1.0,NH,3420.1933864403245,5.450256809195759,8.022603196339077,-0.0221246415241275
50,alpha_0.3_w2v,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=1.0,NH,3411.468421141153,5.426925313355832,8.038296539766568,-0.0367392520809873
50,alpha_0.3_w2v,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=1.0,NH,3415.864786287289,5.094535523113396,8.027374161397812,-0.2213098996319054
50,alpha_0.5_w2v,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.0,NH,3441.578608774152,7.335223002579477,7.559904190071704,-0.0246537003273864
50,alpha_0.5_s2v,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.0,NH,3425.558210670682,8.529566796205422,7.51724042459343,-0.2383303545832819
50,alpha_0.5_s2v,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.0,NH,3440.07399523033,7.13855093521374,7.535962985619,-0.0018355918042849
50,alpha_0.4_s2v,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.25,NH,3432.644253869438,7.485096347396789,7.56783606842183,-0.0256533137705506
50,alpha_0.5_w2v,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.25,NH,3418.789231832573,8.360695893309888,7.546178077443181,-0.1722817425648822
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.25,NH,3432.105434105436,7.265140556312344,7.545649602575062,-0.0010490021162608
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.5,NH,3411.997643761496,7.361104721241609,7.686199351728802,-0.0276788778615314
50,alpha_0.4_s2v,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.5,NH,3400.318808727184,8.487727786187925,7.635888829454271,-0.169335870565866
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.5,NH,3410.908990141917,7.12807232624348,7.660127245573262,-0.0025694277917574
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=0.75,NH,3402.571433386365,6.997790723231254,7.776698613040376,-0.0274143375629164
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.75,NH,3389.3455377394507,7.854942504666908,7.726095052864335,-0.1571665342044762
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.75,NH,3401.25957891393,6.764904188535505,7.749771632831909,-0.0064883340707823
50,alpha_0.4_s2v,forage_phonologicaldynamicglobal_delta_rise=0.75_fall=1.0,NH,3422.013837357742,6.078202566508961,7.917328569814257,-0.0228467386699255
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0,NH,3414.3622644527745,6.617782648898581,7.882300326350494,-0.0606069991934844
50,alpha_0.3_w2v,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=1.0,NH,3417.886837037626,5.438425091898615,7.965014954215728,-0.2390572337195018
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.0,NH,3450.1462491632383,8.143183525112573,7.475784926343694,-0.0250498574545903
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.0,NH,3425.261844633519,10.373945980986209,7.426481098171811,-0.289655909722747
50,alpha_0.4_s2v,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.0,NH,3447.6016868506927,7.911582861471845,7.453745255858028,0.0043068300879329
50,alpha_0.4_s2v,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.25,NH,3441.071349721048,8.075133140706127,7.490643195450019,-0.0257911264560675
50,alpha_0.4_s2v,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.25,NH,3419.5983089602933,10.123306287144796,7.435767797251603,-0.2232680831292439
50,alpha_0.6_w2v,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.25,NH,3439.405826509448,7.837859982840291,7.468635181995948,0.0039179257349666
50,alpha_0.8_w2v,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.5,NH,3422.337498491584,7.794449862240503,7.591092594223537,-0.026983230770066
50,alpha_0.4_s2v,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.5,NH,3407.0600294521487,9.804291909115353,7.533123500272063,-0.218971744557625
50,alpha_0.2_s2v,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.5,NH,3421.533255520289,7.543188260362944,7.571544233521406,0.0034716978609682
50,alpha_0.6_w2v,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=0.75,NH,3414.797214522205,7.610804891558671,7.642713681535802,-0.027398843686369
50,alpha_0.6_w2v,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.75,NH,3394.475466120006,9.193643785318264,7.581357037462444,-0.2043955115260988
