Subject,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
CBM-702,forage_static,7.259990778590726,2.5469254121892244,,146.88474699010067
CBM-702,forage_dynamic_simdrop,7.02551902303532,3.8612482983260628,,143.8165765880273
CBM-702,forage_dynamic_multimodal_alpha=0.0,6.796985249112997,2.30316692508337,,148.95494769111025
CBM-702,forage_dynamic_multimodal_alpha=0.1,6.720443440234198,2.845289306283978,,147.79419004640835
CBM-702,forage_dynamic_multimodal_alpha=0.2,6.72043079000068,2.8452848915826316,,147.79419004639078
CBM-702,forage_dynamic_multimodal_alpha=0.30000000000000004,6.720434075758768,2.8452835248527006,,147.79419004638373
CBM-702,forage_dynamic_multimodal_alpha=0.4,6.703606070655555,3.239576217295623,,146.38029727088332
CBM-702,forage_dynamic_multimodal_alpha=0.5,6.774134115882297,3.2740000410615697,,145.96617827342374
CBM-702,forage_dynamic_multimodal_alpha=0.6000000000000001,6.972506649295609,3.355117735005194,,144.95469461656083
CBM-702,forage_dynamic_multimodal_alpha=0.7000000000000001,7.006790427602031,3.6947254075897553,,144.27766160416328
CBM-702,forage_dynamic_multimodal_alpha=0.8,7.0067516285985665,3.6947154884221014,,144.27766160430383
CBM-702,forage_dynamic_multimodal_alpha=0.9,7.102038154913741,3.904811553291864,,143.12332194673775
CBM-702,forage_dynamic_multimodal_alpha=1.0,7.025518186126184,3.8612458143544632,,143.81657658802658
CBM-702,forage_dynamic_norms_associative,6.515295912626583,5.97063973737252,,139.1791571740531
CBM-702,forage_dynamic_norms_categorical,6.718183375934522,5.278634617478999,,141.33645394645393
CBM-702,forage_dynamic_delta_rise=0.0_fall=0.0,6.594794115801616,5.0262351183432825,,142.37495416674815
CBM-702,forage_dynamic_delta_rise=0.0_fall=0.25,6.657685453464599,5.001973443156434,,141.67150221737094
CBM-702,forage_dynamic_delta_rise=0.0_fall=0.5,6.657689019318441,5.001974840240494,,141.67150221736895
CBM-702,forage_dynamic_delta_rise=0.0_fall=0.75,6.487830295081906,4.548738281586698,,141.88585881107875
CBM-702,forage_dynamic_delta_rise=0.0_fall=1.0,6.876007628721658,3.535531354612613,,145.49546742520118
CBM-702,forage_dynamic_delta_rise=0.25_fall=0.0,6.255308824937624,5.676779216444614,,141.7919848037683
CBM-702,forage_dynamic_delta_rise=0.25_fall=0.25,6.3124983729075,5.58411802489086,,141.125289456658
CBM-702,forage_dynamic_delta_rise=0.25_fall=0.5,6.31250208587364,5.584116348714794,,141.12528945665332
CBM-702,forage_dynamic_delta_rise=0.25_fall=0.75,6.143196041114088,4.951241244397235,,141.58796727010872
CBM-702,forage_dynamic_delta_rise=0.25_fall=1.0,6.639935737841652,3.733071390019987,,145.61992745273156
CBM-702,forage_dynamic_delta_rise=0.5_fall=0.0,6.0560167146005215,6.945139812961593,,141.48677409241006
CBM-702,forage_dynamic_delta_rise=0.5_fall=0.25,6.056053885151248,6.945117850984132,,141.4867740926083
CBM-702,forage_dynamic_delta_rise=0.5_fall=0.5,6.056027940440301,6.9451355309771845,,141.48677409238894
CBM-702,forage_dynamic_delta_rise=0.5_fall=0.75,5.87012635622776,5.700700103321048,,142.65257163599998
CBM-702,forage_dynamic_delta_rise=0.5_fall=1.0,6.516166104113527,3.547880321973506,,147.124031792441
CBM-702,forage_dynamic_delta_rise=0.75_fall=0.0,5.851468393047692,7.31493327928785,,141.52459748231556
CBM-702,forage_dynamic_delta_rise=0.75_fall=0.25,5.851461914443054,7.314926325746387,,141.52459748231396
CBM-702,forage_dynamic_delta_rise=0.75_fall=0.5,5.851482428868673,7.314909608624797,,141.52459748249478
CBM-702,forage_dynamic_delta_rise=0.75_fall=0.75,5.702517505710262,5.853535156323469,,142.86226570336933
CBM-702,forage_dynamic_delta_rise=0.75_fall=1.0,6.419041842610242,3.528509619598309,,147.43219629180172
CBM-702,forage_dynamic_delta_rise=1.0_fall=0.0,5.409832256576361,8.333896553561397,,141.25877049142238
CBM-702,forage_dynamic_delta_rise=1.0_fall=0.25,5.409826455126669,8.333895665274458,,141.25877049142989
CBM-702,forage_dynamic_delta_rise=1.0_fall=0.5,5.409821460760089,8.333900103939392,,141.2587704914494
CBM-702,forage_dynamic_delta_rise=1.0_fall=0.75,5.409836503691232,8.33388970934172,,141.25877049142545
CBM-702,forage_dynamic_delta_rise=1.0_fall=1.0,6.419037323360229,3.528508907214122,,147.43219629180084
CBM-702,forage_phonologicalstatic,7.17718305760112,2.2508210139982707,0.11100908827521651,144.77856512637192
CBM-702,forage_phonologicaldynamicglobal_simdrop,6.934601000145038,3.402253177031039,0.09955277814071617,142.17517327662443
CBM-702,forage_phonologicaldynamiclocal_simdrop,6.982491355571873,3.6833855766569625,0.03665935999175079,143.66911203619966
