words,word2vec cosine similarity,speech2vec cosine similarity
cat-dog,0.43674323852735714,0.4305070683486724
cat-bat,0.29643653302560075,0.2415369285689732
mouse-mole,0.43075947325644276,0.4363545751284944
cat-dolphin,0.23194168658306388,0.26512326053393215
cat-ant,0.3161711866581563,0.33857118031066646
cat-gnat,0.32304521329800356,0.3311675520325097
cat-tiger,0.35734311224426685,0.30401148018678487
