dimension,type,model,group,sum_NLL,mean_beta_semantic,mean_beta_freq,mean_beta_phon
50,alpha_0.5_s2v,forage_static,NH,2984.0088272743697,2.4560341954852776,8.248305633405296,
50,alpha_0.3_s2v,forage_dynamic_simdrop,NH,2923.0141293969345,3.7226978068996255,8.142833083106568,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.0,NH,2992.3730635091897,2.434291860363308,8.175317706329677,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.1,NH,2964.41417766835,3.154716179552692,8.050107784365542,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.2,NH,2963.4013134431907,3.1726371505702744,8.057529282361664,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.30000000000000004,NH,2955.944321996772,3.326871013726925,8.098358027861616,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.4,NH,2944.7576379480806,3.512158883984191,8.118429763171658,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.5,NH,2936.9311325031395,3.634128233272964,8.132136167021851,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.6000000000000001,NH,2929.850365265105,3.723284556962688,8.156333210822241,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.7000000000000001,NH,2926.6452720283933,3.7660953659953926,8.154447671001233,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.8,NH,2922.6424851537627,3.796984254593219,8.16350806242505,
50,alpha_0.5_s2v,forage_dynamic_multimodal_alpha=0.9,NH,2922.747038127401,3.793184943753519,8.154188196538485,
50,alpha_0.3_s2v,forage_dynamic_multimodal_alpha=1.0,NH,2923.014129397209,3.72269657345508,8.142837431949552,
50,alpha_0.4_w2v,forage_dynamic_norms_associative,NH,2959.0718322769326,4.580592429456176,7.831861502418103,
50,alpha_0.4_w2v,forage_dynamic_norms_categorical,NH,2983.2668274879297,3.664020265854616,7.801823870068252,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.0_fall=0.0,NH,2910.8265365023926,4.9547541005634175,7.887156493850083,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.0_fall=0.25,NH,2901.7150916212195,5.048268364511326,7.9092467674045315,
50,only_w2v,forage_dynamic_delta_rise=0.0_fall=0.5,NH,2895.249900579295,4.811641480307632,7.988377178522223,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.0_fall=0.75,NH,2887.0384442364257,4.709225285133715,8.078675594989093,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.0_fall=1.0,NH,2894.0269348686948,4.456745582472524,8.122298945657809,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.25_fall=0.0,NH,2903.0455355692907,5.694204292093825,7.892880215941138,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.25_fall=0.25,NH,2889.4318390203557,5.631979891505382,7.932606286318854,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.25_fall=0.5,NH,2885.432696623134,5.426521081443671,8.025262514512303,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.25_fall=0.75,NH,2872.3195635350125,5.34028761098459,8.10532285784866,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.25_fall=1.0,NH,2883.611764331397,4.919099962771743,8.18121981747635,
50,alpha_0.2_s2v,forage_dynamic_delta_rise=0.5_fall=0.0,NH,2901.704662484143,6.203491897865917,7.838221937546701,
50,alpha_0.2_s2v,forage_dynamic_delta_rise=0.5_fall=0.25,NH,2895.986112358134,6.102136154577357,7.865431158081316,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.5_fall=0.5,NH,2875.998793766546,5.9481396235596256,7.976646105671899,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.5_fall=0.75,NH,2864.734435813532,5.800493143550564,8.044025019545442,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.5_fall=1.0,NH,2872.23856951016,5.488448262722855,8.145653524580235,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.75_fall=0.0,NH,2899.6572423856487,6.710092038671055,7.779540133631476,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.75_fall=0.25,NH,2893.245092041278,6.6699133930491525,7.802311383262232,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.75_fall=0.5,NH,2877.4431385167973,6.4418810263610125,7.912830918075493,
50,alpha_0.4_s2v,forage_dynamic_delta_rise=0.75_fall=0.75,NH,2864.8992021181784,6.30847569693716,7.985960653331763,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=0.75_fall=1.0,NH,2868.562278604062,5.918994729520492,8.088699527344367,
50,alpha_0.3_s2v,forage_dynamic_delta_rise=1.0_fall=0.0,NH,2915.3242024428023,7.094029538791642,7.676009475667834,
