dimension,type,model,group,sum_NLL,mean_beta_semantic,mean_beta_freq,mean_beta_phon
50,alpha_0.0_s2v,forage_static,NH,2994.42180393775,2.213508639757298,8.213504451171358,
50,alpha_0.0_s2v,forage_dynamic_simdrop,NH,2928.0993842085963,3.6310124466203457,8.147697408735839,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.0,NH,3002.1423812376443,2.2033243569530443,8.147433660524074,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.1,NH,2971.13742226197,3.0154116092315135,8.052677548561217,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.2,NH,2970.6175945170876,3.014394873220934,8.05669173029109,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.30000000000000004,NH,2962.966074293796,3.173099305503884,8.081750328943032,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.4,NH,2947.5822187536764,3.3865985720891,8.103556317920885,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.5,NH,2941.3283468160553,3.5111483553947833,8.109760596130956,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.6000000000000001,NH,2938.0483519324216,3.5316707484520355,8.125655425077392,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.7000000000000001,NH,2930.861973800871,3.6208059439623566,8.135999304797936,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.8,NH,2927.3196215141957,3.6549760309365564,8.146526529472357,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=0.9,NH,2928.69755689206,3.6474413526980314,8.152843853596831,
50,alpha_0.0_s2v,forage_dynamic_multimodal_alpha=1.0,NH,2928.099384208395,3.6310125532443647,8.14769935945917,
50,alpha_0.0_s2v,forage_dynamic_norms_associative,NH,2973.074262041143,4.41325581685995,7.8346766232838805,
50,alpha_0.0_s2v,forage_dynamic_norms_categorical,NH,2995.016897362297,3.365251270582144,7.7844570111329245,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.0_fall=0.0,NH,2913.241669416634,4.903908912892624,7.907583510893792,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.0_fall=0.25,NH,2905.8848253588785,4.837142707367146,7.948566854116652,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.0_fall=0.5,NH,2895.2499005794657,4.811640406885806,7.988377558014627,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.0_fall=0.75,NH,2891.4040683584294,4.614778493790793,8.078081581541456,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.0_fall=1.0,NH,2902.3898015295804,4.23133407078156,8.137377847235127,
50,alpha_0.0_s2v,forage_dynamic_delta_rise=0.25_fall=0.0,NH,2908.098775987361,5.383932403336628,7.873144808828689,
