Dimension,Alpha,Subject,Group,Model,Beta_Frequency,Beta_Semantic,Beta_Phonological,Negative_Log_Likelihood_Optimized
50,alpha_0.2_w2v,SNR-308,CI,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=0.75,8.193142238206654,5.0953847494242295,0.1423260446229689,81.11311676519955
50,alpha_0.3_w2v,SNT-310,CI,forage_phonologicaldynamicswitch_delta_rise=0.0_fall=0.5,9.521100371266876,6.461016438750774,0.1588330878656958,129.64605162390714
50,alpha_0.5_s2v,SNV-312,CI,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=1.0,11.249715940236948,5.345758639511592,-0.0876856067637214,84.6857724603234
50,alpha_0.5_s2v,SNY-315,CI,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=1.0,9.864445003061263,6.570931236043387,0.2103519163179507,96.5571551754232
50,alpha_0.4_s2v,SOE-320,CI,forage_phonologicaldynamiclocal_simdrop,11.2489729191829,9.638380305196243,-2.6013945274867383,55.27406176763344
50,average,SOQ-329,CI,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.75,8.069779760660127,4.6287057916319885,0.2155580184633301,118.06128410792846
50,alpha_0.4_s2v,SOX-335,CI,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.5,10.150382603610227,9.062249387749867,0.0476968211292233,50.94952019758813
50,alpha_0.0_w2v,SPA-338,CI,forage_phonologicaldynamiclocal_delta_rise=0.25_fall=0.25,7.899981489120581,9.001344800132784,0.0089764801688124,82.45378429726973
50,only_s2v,SPC-340,CI,forage_phonologicaldynamicswitch_delta_rise=0.5_fall=0.5,8.848273156847963,6.052993006746196,0.1151364580554322,102.08443970408764
50,alpha_0.0_w2v,SPH-344,CI,forage_phonologicaldynamicswitch_multimodal_alpha=0.5,9.431066701840846,6.287390801870102,-2.5475651402225385,48.32422153114639
50,alpha_0.4_w2v,SPL-436,CI,forage_phonologicaldynamicswitch_delta_rise=1.0_fall=0.5,8.530031647649267,6.726356940501351,0.0841853914801428,83.56512962217039
50,alpha_0.3_s2v,SPV-450,CI,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=1.0,8.508966308856778,18.215416873619528,-0.4649639130578857,87.47152718645333
50,alpha_0.2_w2v,SPX-452,CI,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.75,8.811959155308429,9.379902083762088,-0.2517077924311722,102.37046935382568
50,alpha_0.0_s2v,SRF-483,CI,forage_phonologicaldynamicswitch_delta_rise=0.75_fall=1.0,10.609161232174744,5.158865953697125,-2.486823150087956,77.77832632590106
50,alpha_0.2_s2v,SRR-498,CI,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.25,8.78717107524607,8.305000247467541,-0.2876152017251115,89.46268054616473
50,alpha_0.5_s2v,SSG-520,CI,forage_phonologicaldynamicglobal_multimodal_alpha=0.8,10.693374685857789,9.93470240456946,-0.1852862387852012,62.81770406726368
100,only_s2v,SSZ-539,CI,forage_phonologicaldynamicglobal_delta_rise=1.0_fall=1.0,9.948639588278246,8.486142157210455,-0.2854541945941596,61.54674717021432
50,average,SUG-544,CI,forage_phonologicaldynamicswitch_simdrop,9.047039152698044,6.520588427419299,0.5207687265872835,70.32545352280452
50,alpha_0.0_s2v,SUT-556,CI,forage_phonologicaldynamiclocal_delta_rise=0.0_fall=1.0,10.469868036646703,4.904752729963258,-2.506882660191412,72.70153951452455
50,average,SUV-558,CI,forage_phonologicaldynamicswitch_multimodal_alpha=1.0,6.160811505718241,5.386757331545857,0.5778125275583025,96.6993001907318
300,only_w2v,SVA-563,CI,forage_phonologicaldynamiclocal_delta_rise=0.5_fall=0.75,7.605433848718614,5.752405733836314,-0.3813061612049715,101.94525288712816
50,alpha_0.2_s2v,SVH-570,CI,forage_phonologicaldynamiclocal_delta_rise=1.0_fall=0.25,7.474685424966207,9.829315763394344,-0.4416931711093296,77.16036512709853
300,only_w2v,SVY-587,CI,forage_phonologicaldynamiclocal_delta_rise=0.75_fall=0.75,7.966243528635844,9.908777146229989,-3.194774119882839,92.52577520055031
50,alpha_0.5_s2v,SZA-781,CI,forage_phonologicaldynamiclocal_delta_rise=0.0_fall=0.5,6.077841749365742,14.87497083445849,-0.4318923542673639,78.28819508855139
