words,word2vec cosine similarity,speech2vec cosine similarity
cat-dog,0.5489281691066429,0.5094718355392629
cat-bat,0.3128972126464804,0.3046821743862281
mouse-mole,0.5420248560454526,0.5060211080249283
cat-dolphin,0.2327517635563705,0.3436741617156374
cat-ant,0.32405248322958985,0.42527817062928436
cat-gnat,0.3549603819751796,0.36800846773715323
cat-tiger,0.39873309383511196,0.42090325704847686
